Pathway_ID	Pathway_Name	Accession_Count	Accessions
Reactome: R-HSA-156902	Peptide chain elongation	145	Dcitr06g1001011;Dcitr06g0538011;Dcitr03g0438011;Dcitr01g1075011;Dcitr09g0801011;Dcitr03g1394011;Dcitr01g1504011;Dcitr03g0764011;Dcitr11g0890011;Dcitr10g1072013;Dcitr00g0658011;Dcitr01g0351011;Dcitr13g0172011;Dcitr13g0268011;Dcitr10g1019012;Dcitr04g1378011;Dcitr06g0743011;Dcitr11g0933011;Dcitr12g0921011;Dcitr00g0877011;Dcitr11g0935011;Dcitr11g0475011;Dcitr12g0840011;Dcitr00g0565011;Dcitr06g0537011;Dcitr03g0806011;Dcitr06g1391011;Dcitr03g0717011;Dcitr03g1917011;Dcitr06g0992011;Dcitr03g0707011;Dcitr05g0468011;Dcitr00g0677011;Dcitr05g1156011;Dcitr00g1306011;Dcitr01g1498011;Dcitr03g0950011;Dcitr00g0138013;Dcitr06g0228011;Dcitr00g0138012;Dcitr13g0262011;Dcitr02g0842011;Dcitr05g0741011;Dcitr00g0301011;Dcitr10g0140012;Dcitr05g0673011;Dcitr13g0360011;Dcitr00g0369011;Dcitr10g1019013;Dcitr00g0537011;Dcitr06g1387011;Dcitr03g1121011;Dcitr03g0429011;Dcitr12g0182011;Dcitr11g0948011;Dcitr06g0605011;Dcitr05g1154011;Dcitr13g0508012;Dcitr03g0718011;Dcitr03g0545014;Dcitr13g0508014;Dcitr03g0449011;Dcitr05g0261011;Dcitr05g1326011;Dcitr09g0854011;Dcitr02g0848011;Dcitr05g0270011;Dcitr09g0643011;Dcitr06g0206011;Dcitr04g0736011;Dcitr00g0370011;Dcitr01g0956011;Dcitr03g0765011;Dcitr00g0138011;Dcitr10g1072012;Dcitr00g1146011;Dcitr03g1392011;Dcitr10g0299011;Dcitr00g0738011;Dcitr02g0848012;Dcitr01g1495011;Dcitr10g1019011;Dcitr03g0422011;Dcitr11g0952011;Dcitr05g0458011;Dcitr04g0180011;Dcitr01g0346011;Dcitr02g0943011;Dcitr00g0827011;Dcitr13g0508011;Dcitr00g0653011;Dcitr11g0565011;Dcitr00g0536011;Dcitr00g0758011;Dcitr13g0354011;Dcitr01g0957011;Dcitr00g1259011;Dcitr11g0108011;Dcitr00g1343011;Dcitr05g0676011;Dcitr06g0738011;Dcitr03g0545012;Dcitr04g0749011;Dcitr03g1121012;Dcitr00g0323011;Dcitr07g1029011;Dcitr02g1588011;Dcitr10g1072011;Dcitr03g0545013;Dcitr04g1333011;Dcitr10g0140011;Dcitr01g0786011;Dcitr06g0546011;Dcitr02g1371011;Dcitr13g0528011;Dcitr04g0758011;Dcitr05g0742011;Dcitr10g1018011;Dcitr09g0220011;Dcitr03g0806012;Dcitr04g0737011;Dcitr00g0705011;Dcitr00g0138014;Dcitr03g1919011;Dcitr00g0140011;Dcitr03g0946011;Dcitr11g0476011;Dcitr01g0785011;Dcitr03g1128011;Dcitr03g0423012;Dcitr04g1369011;Dcitr06g0549011;Dcitr09g0602011;Dcitr11g0563011;Dcitr13g0508013;Dcitr10g1064011;Dcitr12g0836011;Dcitr03g0806013;Dcitr04g0958011;Dcitr03g0545011;Dcitr02g1483011;Dcitr06g0230011;Dcitr09g0197011;Dcitr12g0835011;Dcitr02g1585011
Reactome: R-HSA-3270619	IRF3-mediated induction of type I IFN	3	Dcitr11g0785011;Dcitr11g0783011;Dcitr11g0739011
Reactome: R-HSA-75953	RNA Polymerase II Transcription Initiation	51	Dcitr03g0632011;Dcitr05g0776011;Dcitr00g1440011;Dcitr03g0625011;Dcitr05g1580011;Dcitr01g0867011;Dcitr04g0786011;Dcitr04g0617011;Dcitr00g0320011;Dcitr05g0904011;Dcitr12g0437011;Dcitr12g0436011;Dcitr01g1336011;Dcitr05g0789011;Dcitr00g1439011;Dcitr00g0590011;Dcitr05g1069011;Dcitr05g1068011;Dcitr00g0818011;Dcitr01g1787011;Dcitr00g1325011;Dcitr01g0232011;Dcitr02g0968011;Dcitr00g0588011;Dcitr00g0655011;Dcitr05g1577011;Dcitr01g1192011;Dcitr04g1356011;Dcitr01g0230011;Dcitr04g0619011;Dcitr05g0789012;Dcitr05g1375011;Dcitr10g1104011;Dcitr05g0902011;Dcitr10g1102011;Dcitr01g0865011;Dcitr12g0603011;Dcitr12g0438011;Dcitr12g0442011;Dcitr05g0788011;Dcitr00g0319011;Dcitr02g0681011;Dcitr10g1102012;Dcitr00g0849011;Dcitr02g1959011;Dcitr02g1988011;Dcitr05g1072011;Dcitr03g1951011;Dcitr02g1880011;Dcitr02g1881011;Dcitr13g0291011
Reactome: R-HSA-1482839	Acyl chain remodelling of PE	12	Dcitr10g0808011;Dcitr03g1422011;Dcitr03g1426011;Dcitr10g1069011;Dcitr07g0971011;Dcitr10g0926011;Dcitr01g2235011;Dcitr01g2236011;Dcitr03g1421011;Dcitr07g0972011;Dcitr00g0526011;Dcitr10g0924011
Reactome: R-HSA-5619078	Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)	1	Dcitr01g1989011
Reactome: R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	5	Dcitr02g0872011;Dcitr01g0428011;Dcitr06g1289011;Dcitr02g0868011;Dcitr07g0795011
Reactome: R-HSA-191273	Cholesterol biosynthesis	8	Dcitr05g1673011;Dcitr03g0658011;Dcitr05g1058011;Dcitr00g0692011;Dcitr11g0778011;Dcitr13g0387011;Dcitr03g0659011;Dcitr05g1054011
Reactome: R-HSA-425410	Metal ion SLC transporters	4	Dcitr01g0322011;Dcitr01g0315011;Dcitr01g0322012;Dcitr01g0300011
Reactome: R-HSA-190373	FGFR1c ligand binding and activation	2	Dcitr01g1010011;Dcitr01g1011011
Reactome: R-HSA-5673000	RAF activation	8	Dcitr06g1324011;Dcitr11g0556011;Dcitr00g1063011;Dcitr03g0348011;Dcitr03g1095011;Dcitr03g0351011;Dcitr03g1094011;Dcitr00g0803011
Reactome: R-HSA-5686938	Regulation of TLR by endogenous ligand	7	Dcitr05g1032011;Dcitr00g1357011;Dcitr08g0932011;Dcitr08g0935011;Dcitr13g0246011;Dcitr01g0566011;Dcitr05g1031011
Reactome: R-HSA-937039	IRAK1 recruits IKK complex	5	Dcitr04g1378011;Dcitr02g1483011;Dcitr00g0877011;Dcitr00g1146011;Dcitr03g1023011
Reactome: R-HSA-390522	Striated Muscle Contraction	11	Dcitr06g1099011;Dcitr06g1101011;Dcitr11g0234011;Dcitr00g0302011;Dcitr02g0188011;Dcitr00g0486011;Dcitr02g0187011;Dcitr00g0487011;Dcitr11g0707011;Dcitr11g0232011;Dcitr05g0800011
Reactome: R-HSA-2161541	Abacavir metabolism	1	Dcitr13g0441011
Reactome: R-HSA-451308	Activation of Ca-permeable Kainate Receptor	1	Dcitr01g0545011
Reactome: R-HSA-8849469	PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	4	Dcitr04g1378011;Dcitr00g0877011;Dcitr02g1483011;Dcitr00g1146011
Reactome: R-HSA-983168	Antigen processing: Ubiquitination &amp; Proteasome degradation	223	Dcitr01g1647011;Dcitr06g1274011;Dcitr06g0848011;Dcitr02g1975012;Dcitr10g0435011;Dcitr05g1428011;Dcitr00g1280011;Dcitr11g0754011;Dcitr04g1246011;Dcitr06g0638011;Dcitr03g1691012;Dcitr07g0277011;Dcitr04g1433011;Dcitr07g1014011;Dcitr03g1981011;Dcitr03g0914011;Dcitr06g1498011;Dcitr10g0931011;Dcitr13g0345011;Dcitr09g0968011;Dcitr00g1365011;Dcitr02g1812011;Dcitr09g0970011;Dcitr09g0773011;Dcitr03g1458011;Dcitr06g0639011;Dcitr04g1210011;Dcitr05g0893011;Dcitr07g0880011;Dcitr00g1049011;Dcitr04g1553011;Dcitr04g1255011;Dcitr06g1291011;Dcitr02g1593011;Dcitr10g0871011;Dcitr04g1412011;Dcitr02g1972011;Dcitr02g1455011;Dcitr00g0823011;Dcitr12g0729011;Dcitr07g0826011;Dcitr04g1545011;Dcitr05g1631011;Dcitr02g0738011;Dcitr06g0539011;Dcitr06g1296011;Dcitr02g1444011;Dcitr02g0132011;Dcitr12g0857011;Dcitr11g0749011;Dcitr00g1167011;Dcitr00g1241011;Dcitr09g0815011;Dcitr08g0653011;Dcitr10g0734011;Dcitr01g1240011;Dcitr09g0188011;Dcitr06g0901011;Dcitr02g1597011;Dcitr11g0740011;Dcitr09g0669011;Dcitr10g0294011;Dcitr02g0131011;Dcitr03g0366011;Dcitr02g1765011;Dcitr10g0843011;Dcitr06g1228011;Dcitr03g0901011;Dcitr01g0481011;Dcitr07g1030011;Dcitr03g0873011;Dcitr13g0126011;Dcitr09g0754011;Dcitr02g1200011;Dcitr10g0835011;Dcitr11g0763011;Dcitr12g0257011;Dcitr02g1977011;Dcitr05g1011011;Dcitr02g0104011;Dcitr06g0551011;Dcitr12g0316011;Dcitr09g0417011;Dcitr04g0369011;Dcitr00g0274011;Dcitr01g1769011;Dcitr05g0287011;Dcitr06g0480011;Dcitr03g0469011;Dcitr03g0661011;Dcitr05g0678011;Dcitr00g1472011;Dcitr03g0872011;Dcitr05g0675011;Dcitr09g0423011;Dcitr06g0563012;Dcitr04g1210012;Dcitr10g0436011;Dcitr06g0536011;Dcitr05g0285011;Dcitr06g1267011;Dcitr03g1689011;Dcitr12g0257014;Dcitr08g0892011;Dcitr06g0565011;Dcitr03g0900011;Dcitr05g1464011;Dcitr03g0869011;Dcitr00g1450011;Dcitr07g0910011;Dcitr05g1471011;Dcitr07g0280011;Dcitr02g1483011;Dcitr06g0379011;Dcitr12g0257012;Dcitr01g0388011;Dcitr11g0758011;Dcitr03g1019011;Dcitr06g0539012;Dcitr00g0275011;Dcitr01g1233011;Dcitr02g1770011;Dcitr09g0408012;Dcitr09g0755011;Dcitr06g0296011;Dcitr08g0670011;Dcitr05g1427011;Dcitr04g1378011;Dcitr11g0969011;Dcitr06g1229011;Dcitr01g0392011;Dcitr10g0877011;Dcitr09g0420011;Dcitr09g0200011;Dcitr06g0497011;Dcitr06g1501011;Dcitr13g0348011;Dcitr06g0406011;Dcitr05g0452011;Dcitr01g0474011;Dcitr04g1223011;Dcitr06g0563011;Dcitr02g0589011;Dcitr10g0836011;Dcitr06g0539013;Dcitr09g0772011;Dcitr07g1010011;Dcitr03g0908011;Dcitr03g0507011;Dcitr10g0862011;Dcitr07g0908011;Dcitr00g0535011;Dcitr11g0185011;Dcitr11g0971011;Dcitr00g1099011;Dcitr09g0184011;Dcitr03g0471011;Dcitr03g1303011;Dcitr01g0392012;Dcitr12g0855011;Dcitr07g1040011;Dcitr06g0407011;Dcitr02g1206011;Dcitr04g0698011;Dcitr02g1815011;Dcitr12g0730011;Dcitr09g0408011;Dcitr05g0453011;Dcitr03g1691011;Dcitr00g0712011;Dcitr04g1203011;Dcitr03g1298011;Dcitr06g0669011;Dcitr03g1467011;Dcitr09g0679011;Dcitr02g0131012;Dcitr00g1173011;Dcitr00g0877011;Dcitr03g1691014;Dcitr09g0841011;Dcitr07g0822011;Dcitr00g0607011;Dcitr05g1014011;Dcitr03g0664011;Dcitr02g1456011;Dcitr04g0395011;Dcitr02g1038011;Dcitr12g0315011;Dcitr10g0292011;Dcitr00g0826011;Dcitr02g0591011;Dcitr03g1020011;Dcitr00g1098011;Dcitr05g0105011;Dcitr02g1975011;Dcitr12g0257013;Dcitr01g1242011;Dcitr11g0187011;Dcitr02g0728011;Dcitr02g1801011;Dcitr10g0434011;Dcitr08g0542011;Dcitr00g1531011;Dcitr06g0382011;Dcitr06g0670011;Dcitr00g1146011;Dcitr10g0731011;Dcitr02g1042011;Dcitr00g1099012;Dcitr09g0677011;Dcitr10g0839011;Dcitr03g1691013;Dcitr06g0871011;Dcitr05g0471011;Dcitr11g0184011;Dcitr02g1799011;Dcitr09g0760011;Dcitr09g0730011;Dcitr10g0292012;Dcitr12g0308011;Dcitr13g0124011;Dcitr10g0952011;Dcitr06g0478011
Reactome: R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	5	Dcitr00g1146011;Dcitr05g1631011;Dcitr04g1378011;Dcitr02g1483011;Dcitr00g0877011
Reactome: R-HSA-380972	Energy dependent regulation of mTOR by LKB1-AMPK	28	Dcitr05g0607011;Dcitr03g0315011;Dcitr01g2058011;Dcitr07g0765011;Dcitr07g0363011;Dcitr01g2010011;Dcitr09g0198011;Dcitr01g0659011;Dcitr07g0760011;Dcitr05g1660011;Dcitr07g0361011;Dcitr05g0854011;Dcitr07g0351011;Dcitr05g1662011;Dcitr05g1659011;Dcitr03g0322011;Dcitr01g2009011;Dcitr01g2068011;Dcitr05g1219011;Dcitr01g2006011;Dcitr08g0315011;Dcitr04g0650011;Dcitr06g1366011;Dcitr06g1554011;Dcitr12g0159011;Dcitr07g0356011;Dcitr06g1364011;Dcitr07g0352011
Reactome: R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	20	Dcitr06g1229011;Dcitr05g1014011;Dcitr00g1280011;Dcitr10g0993011;Dcitr04g1246011;Dcitr03g1458011;Dcitr00g1146011;Dcitr04g1378011;Dcitr07g0908011;Dcitr02g1812011;Dcitr03g1467011;Dcitr00g0877011;Dcitr00g0947011;Dcitr00g1068011;Dcitr06g1501011;Dcitr07g0910011;Dcitr02g1815011;Dcitr06g1498011;Dcitr05g1011011;Dcitr02g1483011
Reactome: R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	1	Dcitr08g1140011
Reactome: R-HSA-8854214	TBC/RABGAPs	8	Dcitr05g1660011;Dcitr12g0168011;Dcitr05g1662011;Dcitr05g1659011;Dcitr02g0739011;Dcitr02g0729011;Dcitr00g0580011;Dcitr05g0607011
Reactome: R-HSA-6791461	RPIA deficiency: failed conversion of RU5P to R5P	1	Dcitr03g1939011
Reactome: R-HSA-70895	Branched-chain amino acid catabolism	9	Dcitr06g0175011;Dcitr00g1349011;Dcitr06g0184011;Dcitr04g1497011;Dcitr06g0277011;Dcitr03g1139011;Dcitr06g0100011;Dcitr08g0462011;Dcitr01g0524011
Reactome: R-HSA-159230	Transport of the SLBP Dependant Mature mRNA	28	Dcitr03g1512011;Dcitr04g1353013;Dcitr03g1954011;Dcitr05g0682011;Dcitr02g1943011;Dcitr01g1042011;Dcitr05g1451011;Dcitr03g1513011;Dcitr03g1961011;Dcitr10g1029011;Dcitr02g0592011;Dcitr04g1353012;Dcitr01g1476011;Dcitr03g0283011;Dcitr13g0656011;Dcitr11g0297011;Dcitr01g0409011;Dcitr01g0405011;Dcitr03g0509011;Dcitr01g1501011;Dcitr01g0262011;Dcitr03g0567011;Dcitr11g0302011;Dcitr03g0507011;Dcitr04g1353011;Dcitr07g0642011;Dcitr01g1040011;Dcitr02g0594011
Reactome: R-HSA-9018519	Estrogen-dependent gene expression	41	Dcitr05g0902011;Dcitr01g1073011;Dcitr05g0788011;Dcitr01g0230011;Dcitr05g0789012;Dcitr00g0912012;Dcitr00g1425011;Dcitr13g0496011;Dcitr00g0947011;Dcitr00g1068011;Dcitr00g0849011;Dcitr01g0292011;Dcitr01g1817011;Dcitr01g1261011;Dcitr00g0912011;Dcitr04g1357012;Dcitr07g0829011;Dcitr02g1988011;Dcitr01g1816011;Dcitr05g0904011;Dcitr00g0912013;Dcitr01g1267011;Dcitr03g1950011;Dcitr01g1336011;Dcitr01g1263012;Dcitr07g0881011;Dcitr04g1357011;Dcitr02g0942011;Dcitr04g1316011;Dcitr04g0427011;Dcitr00g1077011;Dcitr00g0588011;Dcitr01g0232011;Dcitr02g0968011;Dcitr07g0830011;Dcitr06g1446011;Dcitr00g0590011;Dcitr05g0789011;Dcitr01g1263011;Dcitr01g1787011;Dcitr00g0818011
Reactome: R-HSA-6804760	Regulation of TP53 Activity through Methylation	7	Dcitr11g0585011;Dcitr06g1404011;Dcitr00g1146011;Dcitr04g1378011;Dcitr11g0592011;Dcitr00g0877011;Dcitr02g1483011
Reactome: R-HSA-8948751	Regulation of PTEN stability and activity	83	Dcitr03g0872011;Dcitr03g0469011;Dcitr06g0382011;Dcitr00g1146011;Dcitr06g0670011;Dcitr03g1689011;Dcitr03g0900011;Dcitr05g1464011;Dcitr03g0869011;Dcitr02g1799011;Dcitr06g0536011;Dcitr03g1691013;Dcitr10g0292012;Dcitr02g1483011;Dcitr06g0379011;Dcitr00g1450011;Dcitr09g0760011;Dcitr05g1471011;Dcitr09g0730011;Dcitr06g0478011;Dcitr06g0539012;Dcitr03g1691014;Dcitr10g0294011;Dcitr03g0366011;Dcitr04g0395011;Dcitr01g0481011;Dcitr10g0292011;Dcitr03g0873011;Dcitr00g0826011;Dcitr02g1200011;Dcitr09g0754011;Dcitr02g1456011;Dcitr03g0901011;Dcitr01g1242011;Dcitr02g0591011;Dcitr06g0480011;Dcitr00g1531011;Dcitr11g0218011;Dcitr02g0728011;Dcitr02g1801011;Dcitr04g0369011;Dcitr06g0639011;Dcitr00g0535011;Dcitr07g1010011;Dcitr03g0908011;Dcitr04g1412011;Dcitr02g1206011;Dcitr02g1455011;Dcitr09g0184011;Dcitr03g0616011;Dcitr03g0471011;Dcitr06g1291011;Dcitr11g0222011;Dcitr02g0738011;Dcitr06g0539011;Dcitr06g1296011;Dcitr02g1444011;Dcitr05g0453011;Dcitr09g0188011;Dcitr00g1173011;Dcitr00g0877011;Dcitr03g1691011;Dcitr04g1203011;Dcitr06g0669011;Dcitr04g1378011;Dcitr10g0314011;Dcitr03g0621011;Dcitr01g1647011;Dcitr09g0755011;Dcitr06g0497011;Dcitr06g0638011;Dcitr03g1691012;Dcitr04g1433011;Dcitr07g1014011;Dcitr03g0914011;Dcitr09g0970011;Dcitr04g1223011;Dcitr02g0589011;Dcitr06g0539013;Dcitr09g0968011;Dcitr05g0452011;Dcitr00g1365011;Dcitr01g0474011
Reactome: R-HSA-977347	Serine biosynthesis	9	Dcitr07g0616013;Dcitr09g0958011;Dcitr08g0322011;Dcitr10g0657011;Dcitr07g0616011;Dcitr09g0960011;Dcitr07g0616012;Dcitr10g0656011;Dcitr07g0616014
Reactome: R-HSA-428359	Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA	5	Dcitr08g0976015;Dcitr08g0976013;Dcitr08g0976014;Dcitr08g0976011;Dcitr08g0976012
Reactome: R-HSA-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	12	Dcitr06g0231011;Dcitr02g1323011;Dcitr08g0964011;Dcitr02g0720011;Dcitr06g0229011;Dcitr01g0162011;Dcitr01g1135011;Dcitr00g0569011;Dcitr06g0207011;Dcitr02g1986011;Dcitr00g0815011;Dcitr00g0448011
Reactome: R-HSA-1296072	Voltage gated Potassium channels	20	Dcitr01g1516011;Dcitr01g1517011;Dcitr01g0926011;Dcitr08g0945012;Dcitr08g0691011;Dcitr09g0664011;Dcitr01g1512011;Dcitr01g1514011;Dcitr05g0137011;Dcitr08g0747011;Dcitr01g0924011;Dcitr10g0260011;Dcitr10g0262011;Dcitr08g0747012;Dcitr05g0135011;Dcitr08g0945011;Dcitr01g1742011;Dcitr05g0138011;Dcitr08g0691012;Dcitr08g0691013
Reactome: R-HSA-381033	ATF6 (ATF6-alpha) activates chaperones	2	Dcitr05g0543011;Dcitr05g0563011
Reactome: R-HSA-73728	RNA Polymerase I Promoter Opening	2	Dcitr00g0947011;Dcitr00g1068011
Reactome: R-HSA-3000497	Scavenging by Class H Receptors	7	Dcitr13g0246011;Dcitr05g1031011;Dcitr01g0566011;Dcitr05g1032011;Dcitr08g0932011;Dcitr08g0935011;Dcitr00g1357011
Reactome: R-HSA-5368286	Mitochondrial translation initiation	99	Dcitr10g0956011;Dcitr03g1835011;Dcitr07g1311011;Dcitr07g0381011;Dcitr03g0678011;Dcitr00g1493011;Dcitr00g1495011;Dcitr04g0581011;Dcitr06g0687011;Dcitr00g0279011;Dcitr05g1017011;Dcitr07g1077011;Dcitr06g1283011;Dcitr05g1007011;Dcitr03g1330012;Dcitr01g1179011;Dcitr03g0317011;Dcitr11g0895011;Dcitr01g1149011;Dcitr03g0485011;Dcitr02g0471011;Dcitr01g0512011;Dcitr04g1383011;Dcitr03g1346011;Dcitr06g1277011;Dcitr01g1782011;Dcitr01g0913011;Dcitr03g0117011;Dcitr01g1262011;Dcitr02g1338011;Dcitr06g0159011;Dcitr04g1635011;Dcitr00g0982011;Dcitr04g1382011;Dcitr03g1714011;Dcitr05g0758011;Dcitr09g0596011;Dcitr02g1939011;Dcitr00g0358011;Dcitr02g0837011;Dcitr03g0116011;Dcitr04g1633011;Dcitr03g1330011;Dcitr03g1388011;Dcitr02g1332011;Dcitr00g0414011;Dcitr03g1713011;Dcitr10g0956012;Dcitr07g1313011;Dcitr03g0325011;Dcitr12g0796011;Dcitr06g1285011;Dcitr05g0755011;Dcitr00g0557011;Dcitr04g1638011;Dcitr02g1339011;Dcitr04g0435011;Dcitr03g1665011;Dcitr10g0599011;Dcitr03g1667011;Dcitr04g1400011;Dcitr03g1676011;Dcitr04g0342011;Dcitr00g1279011;Dcitr01g1089011;Dcitr00g1009011;Dcitr04g0577011;Dcitr02g1265011;Dcitr06g1215011;Dcitr03g1330013;Dcitr04g0578011;Dcitr03g0679011;Dcitr11g0892011;Dcitr06g0688011;Dcitr01g1821011;Dcitr12g0258011;Dcitr04g0337011;Dcitr04g0652011;Dcitr01g1090011;Dcitr05g0162011;Dcitr00g0867011;Dcitr02g2008011;Dcitr00g1015011;Dcitr03g0173011;Dcitr02g1328011;Dcitr10g0153011;Dcitr03g1836011;Dcitr05g1363011;Dcitr05g1523011;Dcitr00g0511011;Dcitr03g0676011;Dcitr03g0174011;Dcitr06g0692011;Dcitr03g1395011;Dcitr03g0671011;Dcitr01g1777011;Dcitr03g1335011;Dcitr04g0573011;Dcitr05g0166011
Reactome: R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	10	Dcitr02g0595011;Dcitr13g0338011;Dcitr13g0336011;Dcitr02g0588011;Dcitr04g0543011;Dcitr05g1019011;Dcitr13g0316011;Dcitr05g1005011;Dcitr02g0593011;Dcitr00g0505011
Reactome: R-HSA-2470946	Cohesin Loading onto Chromatin	9	Dcitr01g1929011;Dcitr05g1159011;Dcitr01g1967011;Dcitr01g1935011;Dcitr02g1525011;Dcitr10g0579011;Dcitr01g1928011;Dcitr03g1950011;Dcitr01g1971011
Reactome: R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	5	Dcitr07g0829011;Dcitr09g0388011;Dcitr00g0440011;Dcitr07g0830011;Dcitr04g1185011
Reactome: R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	23	Dcitr03g1420011;Dcitr03g1443011;Dcitr02g0528011;Dcitr00g1146011;Dcitr00g1455011;Dcitr04g1378011;Dcitr03g0866011;Dcitr00g0997011;Dcitr03g1442011;Dcitr10g0120011;Dcitr03g1439011;Dcitr00g0877011;Dcitr04g0459011;Dcitr03g1438011;Dcitr08g0720011;Dcitr12g0679011;Dcitr00g1289011;Dcitr12g0667011;Dcitr13g0436011;Dcitr00g1243011;Dcitr12g0659011;Dcitr13g0440011;Dcitr02g1483011
Reactome: R-HSA-111957	Cam-PDE 1 activation	1	Dcitr04g0588011
Reactome: R-HSA-70268	Pyruvate metabolism	13	Dcitr01g0421011;Dcitr08g0418011;Dcitr03g0106011;Dcitr06g1213011;Dcitr04g1226011;Dcitr04g1224011;Dcitr05g1329011;Dcitr06g1534011;Dcitr01g0420011;Dcitr01g0524011;Dcitr08g0420011;Dcitr05g0653011;Dcitr05g0644011
Reactome: R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	2	Dcitr04g0779011;Dcitr04g0782011
Reactome: R-HSA-189200	Cellular hexose transport	55	Dcitr09g0732012;Dcitr09g0839011;Dcitr08g0488011;Dcitr03g0365011;Dcitr02g1390011;Dcitr01g0764011;Dcitr10g1075011;Dcitr02g1390012;Dcitr01g0760011;Dcitr02g1390013;Dcitr01g0385011;Dcitr01g0558011;Dcitr01g0561011;Dcitr13g0688011;Dcitr02g0918011;Dcitr12g0574011;Dcitr04g1502014;Dcitr11g0979011;Dcitr05g1392011;Dcitr05g1401011;Dcitr01g0565011;Dcitr09g0230011;Dcitr01g0556011;Dcitr10g1075012;Dcitr04g1502013;Dcitr09g0732011;Dcitr01g0387013;Dcitr04g1502011;Dcitr01g1219011;Dcitr01g1771011;Dcitr01g0387012;Dcitr09g0840011;Dcitr02g1785011;Dcitr04g1502012;Dcitr04g1502015;Dcitr02g1223011;Dcitr09g0836011;Dcitr05g1395011;Dcitr08g0772011;Dcitr09g0832011;Dcitr09g0838011;Dcitr01g1121011;Dcitr01g0387011;Dcitr13g0689011;Dcitr09g0231011;Dcitr03g1609011;Dcitr01g0559011;Dcitr09g0745011;Dcitr01g0565012;Dcitr01g0558012;Dcitr07g1269011;Dcitr00g0324011;Dcitr04g1480011;Dcitr02g1389011;Dcitr01g0560011
Reactome: R-HSA-425986	Sodium/Proton exchangers	6	Dcitr01g0616011;Dcitr01g0616013;Dcitr01g0616012;Dcitr12g0559011;Dcitr12g0561011;Dcitr00g1267011
Reactome: R-HSA-5675221	Negative regulation of MAPK pathway	15	Dcitr03g1095011;Dcitr01g0619011;Dcitr03g0351011;Dcitr03g1094011;Dcitr00g0877011;Dcitr10g0993011;Dcitr00g0803011;Dcitr00g1146011;Dcitr01g0620011;Dcitr11g0556011;Dcitr02g1483011;Dcitr00g1063011;Dcitr04g1378011;Dcitr03g0348011;Dcitr03g1637011
Reactome: R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	23	Dcitr04g1378011;Dcitr03g0866011;Dcitr00g1455011;Dcitr00g0997011;Dcitr02g0528011;Dcitr03g1443011;Dcitr00g1146011;Dcitr03g1420011;Dcitr04g0459011;Dcitr03g1439011;Dcitr00g0877011;Dcitr10g0120011;Dcitr03g1442011;Dcitr00g1243011;Dcitr13g0436011;Dcitr12g0659011;Dcitr12g0667011;Dcitr02g1483011;Dcitr13g0440011;Dcitr08g0720011;Dcitr03g1438011;Dcitr00g1289011;Dcitr12g0679011
Reactome: R-HSA-901042	Calnexin/calreticulin cycle	5	Dcitr02g1009011;Dcitr02g1005011;Dcitr02g1011011;Dcitr02g1015011;Dcitr02g1010011
Reactome: R-HSA-163680	AMPK inhibits chREBP transcriptional activation activity	2	Dcitr08g0315011;Dcitr12g0159011
Reactome: R-HSA-1170546	Prolactin receptor signaling	6	Dcitr10g0434011;Dcitr11g0583012;Dcitr11g0583011;Dcitr10g0436011;Dcitr03g1633011;Dcitr00g0823011
Reactome: R-HSA-2029485	Role of phospholipids in phagocytosis	3	Dcitr08g1140011;Dcitr05g0669011;Dcitr05g0665011
Reactome: R-HSA-2173788	Downregulation of TGF-beta receptor signaling	21	Dcitr02g0111011;Dcitr07g1014011;Dcitr00g1051011;Dcitr02g0114011;Dcitr02g1483011;Dcitr11g0234011;Dcitr10g0849011;Dcitr03g0736011;Dcitr00g0877011;Dcitr03g0741011;Dcitr01g0350011;Dcitr10g0848011;Dcitr00g1146011;Dcitr07g1010011;Dcitr11g0230011;Dcitr02g0940011;Dcitr01g1807011;Dcitr04g1378011;Dcitr02g0937011;Dcitr03g0736012;Dcitr05g0606011
